person_name,user_name,email,personal_number,birth_date,address,phone,mac_address,ip_address,iban,accessed_at,session_duration,download_speed,upload_speed,consumed_traffic,unique_id
Ancuța Dumitrescu,ancuțadumitrescu,ancuțadumitrescu@acasa.ro,3941020060474,1945-09-03,"Strada Ariana Popescu, Caracal, 495586",021 351 8498,22:f5:d6:5f:e0:aa,62.40.9.240,RO11YIZI0196373965783409,2025-04-02 00:53:47,9815,322,610,222333,3f89d582-18e8-418e-b630-e76b0e0c6db6
Gabriel Ioniță,gabrielioniță,gabrielioniță@post.ro,3370916207682,1997-10-14,"Aleea Dobre, Rovinari, 191901",0756 676 431,8c:28:3c:06:59:9b,148.188.127.112,RO19JTKL9110801007833630,2025-04-02 00:53:47,28835,161,526,92464,efe1ed88-3d11-4317-89d7-6f99ab9ec081
Natalia Oprea,nataliaoprea,nataliaoprea@acasa.ro,2380514296922,1983-08-27,"Drumul Diaconu, Drobeta-Turnu Severin, 126468",0755 042 420,88:14:f9:ec:52:6a,157.65.83.181,RO38AGJB3742083842365813,2025-04-02 00:53:47,46,339,538,541718,dcd8ee8d-081f-487c-90a4-594c99679b87
Denis Ene,denisene,denisene@gmail.com,5540917515799,2006-02-24,"Intrarea Albu, Drobeta-Turnu Severin, 934276",0734 029 706,54:f3:55:4d:d1:58,195.203.8.232,RO03JKXE6486134053284596,2025-04-02 00:53:47,20639,671,186,453292,5fe6a916-7131-47cd-85de-7221071e9335
Dorina Pușcașu,dorinapușcașu,dorinapușcașu@acasa.ro,3681131308335,1940-08-24,"Intrarea Cantemir Stoica Nr. 36, Gilau, 405362",0257 738 218,92:bd:6d:d4:f2:d1,88.68.13.233,RO76EHFR7595277885038880,2025-04-02 00:53:47,13341,428,183,1880834,3f95cbb0-d9ee-4ae5-b6c5-82d84ea1c0e6
Barbu Cristea,barbucristea,barbucristea@gmail.com,4440325285497,1959-09-01,"Soseaua Ofelia Ene, Campia Turzii, 744410",0788 878 516,4e:0f:0b:8d:5e:f7,28.173.245.211,RO28RPMC1539176958277930,2025-04-02 00:53:47,12335,878,463,1269099,27cf9c9d-1e67-4a9a-8ce2-9a4f22516f80
Codruța Ene,codruțaene,codruțaene@kappa.ro,2460309100826,1953-12-10,"Bulevardul Silvana Ionescu Nr. 12 Bl. 38  Sc. 14 Ap. 724, Tandarei, 652140",0733 453 202,0a:2e:0c:73:f8:db,187.99.47.64,RO85QAQD6616977470342408,2025-04-02 00:53:47,30417,408,50,771652,81fbae28-d251-4ee7-85bb-1f42e91bc03e
Ana Voinea,anavoinea,anavoinea@post.ro,3250318093481,1942-08-24,"Aleea Tabacu Nr. 882 Bl. 14  Sc. 25 Ap. 416, Topoloveni, 420965",0764 432 641,04:8c:5c:4f:50:44,148.53.169.28,RO12KDGR6781567633976240,2025-04-02 00:53:47,28039,253,617,1767033,6824703d-a231-447f-bd2c-cfa97e21214a
Ivona Gheorghiu,ivonagheorghiu,ivonagheorghiu@zzup.ro,6840405214242,2009-08-12,"Strada Niță Nr. 475, Bolintin-Vale, 686511",0244 122 361,a8:c3:94:f3:1b:af,138.57.102.176,RO44UANA3377888602394234,2025-04-02 00:53:47,34395,153,83,264992,f8f8f80b-2806-4c41-8077-9b40ddbb15dd
Jean Stan,jeanstan,jeanstan@141.ro,7040113208471,1914-09-25,"Aleea Manole, Ianca, 357894",0245 530 771,a6:c9:0b:4f:49:41,167.74.30.218,RO46ITVC5901202484303934,2025-04-02 00:53:47,12191,241,745,941699,bca3a977-89c2-4d14-901b-e9db398f55a0
Sorina Stănescu,sorinastănescu,sorinastănescu@gmail.com,4430623150720,1924-05-10,"Drumul Preda Nr. 169 Bl. 80  Sc. 48 Ap. 426, Pitesti, 853003",0761 052 068,34:40:0d:01:ec:1b,175.156.17.186,RO21SPQJ4007273239477058,2025-04-02 00:53:47,11641,112,670,492678,6abaa4cc-a3ed-4fbc-a1a6-8ac8d0187bf4
Nicu Albu,nicualbu,nicualbu@acasa.ro,1940302444759,2001-12-29,"Bulevardul Romanița Pușcașu, Mihail Kogalniceanu, 324286",0268 633 486,94:fc:16:a5:00:d0,20.233.212.5,RO11UNYO8811275453283034,2025-04-02 00:53:47,8151,663,434,643893,d4c415cf-08b4-4089-b0a0-0dd10fffb1b8
Martin Stănescu,martinstănescu,martinstănescu@kappa.ro,7411222267293,1961-05-22,"Bulevardul Manole, Dancu, 534973",0755 010 372,e4:22:de:51:db:fe,34.184.71.198,RO76MFWD7672908330131070,2025-04-02 00:53:47,4723,319,11,718283,2aeaa174-d29a-435a-a7a4-64891ad8b50c
Floarea Ene,floareaene,floareaene@email.ro,8580714191305,1973-03-18,"Aleea Tudorița Ioniță, Alba Iulia, 109409",0720 010 513,0a:7f:59:4f:b8:6b,56.78.219.146,RO34QFZK4730009576757367,2025-04-02 00:53:47,2909,765,692,111613,9ddb9755-15c7-4a1e-a427-f7fc75bcb2fd
Isabela Manole,isabelamanole,isabelamanole@email.ro,5530106024526,2022-01-29,"Soseaua Tomescu Nr. 804, Sighetu Marmatiei, 281446",0748 042 506,64:36:fa:43:d4:75,112.170.106.112,RO12LDRQ6473820294777073,2025-04-02 00:53:47,26145,255,70,73974,e29c5c74-2777-4061-8d63-097e2e470965
Jenel Aanei,jenelaanei,jenelaanei@gmail.com,5501122088558,2022-11-01,"Bulevardul Dima Nr. 72 Bl. 68  Sc. 91 Ap. 202, Rasnov Romacril, 205313",0241 184 104,78:1a:76:12:98:d1,185.93.102.147,RO39FKTX3594132317340159,2025-04-02 00:53:47,33760,945,446,543747,4fb02687-eb39-444e-a1fc-404b77d7001b
Bartolomeu Popa,bartolomeupopa,bartolomeupopa@acasa.ro,6250206455643,1931-05-13,"Intrarea Violeta Dinu, Moisei, 423649",0244 863 828,f6:67:b7:16:8b:99,217.3.108.229,RO72OZAO1290031091510141,2025-04-02 00:53:47,6185,779,780,1943450,bc44b2d4-98a8-4257-820f-ce9c38d5a037
Lică Diaconescu,licădiaconescu,licădiaconescu@acasa.ro,5860313134374,2006-03-11,"Intrarea Nemeș, Dobroesti, 944049",0766 251 738,d0:7a:5c:c8:51:77,162.229.230.69,RO71YBLB0631523325285876,2025-04-02 00:53:47,6938,214,336,1892553,27de6934-9091-4a59-8235-1873b952baaf
Lucrețiu Marin,lucrețiumarin,lucrețiumarin@gmail.com,4710804357206,1963-04-21,"Drumul Clara Albu Nr. 64 Bl. 70  Sc. 58 Ap. 616, Medgidia, 170785",0267 228 312,b2:aa:e6:06:e9:41,81.203.75.244,RO02TXDQ3535877965792328,2025-04-02 00:53:47,12922,890,77,1364871,90ec7c34-611f-4708-9352-4edae3b16422
Flavia Nistor,flavianistor,flavianistor@141.ro,2831126266064,1993-02-09,"Drumul Preda Nr. 59 Bl. 67  Sc. 41 Ap. 663, Dumbraveni, 496863",0758 250 843,d2:96:9d:d3:61:74,71.42.169.123,RO55MTXD1196623873904581,2025-04-02 00:53:47,28881,712,513,589474,91e710b2-b1fb-42ab-a87e-c9de38352e4b
Dimitrina Nistor,dimitrinanistor,dimitrinanistor@141.ro,5280420371990,1999-12-14,"Drumul Popa Nr. 408, Sighetu Marmatiei, 843029",0269 046 641,02:3b:94:97:cd:5b,218.156.182.202,RO42BKDS8183779106274183,2025-04-02 00:53:47,11773,269,698,527703,aed40372-9b73-490c-a64e-94cce9da3874
Florin Mazilescu,florinmazilescu,florinmazilescu@kappa.ro,4051031105264,1937-01-29,"Drumul Eftimie Nr. 465 Bl. 27  Sc. 55 Ap. 125, Breaza de Sus, 906329",0739 427 627,50:ce:ab:94:91:44,157.226.50.52,RO61YQRI0090899589362232,2025-04-02 00:53:47,16820,503,279,1603387,be53c781-f100-4041-93ee-79d21886febd
Edgar Ardelean,edgarardelean,edgarardelean@acasa.ro,7670431268106,1984-03-06,"Strada Stănescu Nr. 95, Lunca Cetatuii, 470664",0786 988 106,5e:f8:4f:25:21:80,52.67.88.23,RO66WHKM6769342176080606,2025-04-02 00:53:47,14851,953,52,1100881,76af1233-50c0-4da5-acdf-b70aa6c16ae1
Fiodor Ene,fiodorene,fiodorene@acasa.ro,1790825095631,1997-10-16,"Drumul Pop, Lunca Cetatuii, 898230",0711 059 012,6c:e5:cb:58:f2:ef,107.103.227.130,RO86JPGO1077023660839255,2025-04-02 00:53:47,33652,292,71,741769,71a85dee-2a33-44ef-8fc7-b9a5f006fb23
Ruxandra Suciu,ruxandrasuciu,ruxandrasuciu@post.ro,7510415113055,1972-07-27,"Soseaua Niță, Insuratei, 790310",0771 946 628,10:ed:ac:8a:66:4b,90.128.242.71,RO97VNQS9003947897381631,2025-04-02 00:53:47,27941,289,160,344666,e388798f-6eca-4f54-980b-1e8725e78458
Ionelia Eftimie,ioneliaeftimie,ioneliaeftimie@zzup.ro,2181108437814,1983-08-19,"Drumul Eftimie Nr. 221 Bl. 74  Sc. 84 Ap. 752, Codlea, 754378",0745 035 985,6c:e8:42:86:d5:bd,80.47.159.69,RO16ZDXB9831488852277994,2025-04-02 00:53:47,6286,888,116,774429,2f9af828-635c-4afc-a908-e91854f3b5a8
Safta Tabacu,saftatabacu,saftatabacu@zzup.ro,3510431456849,1966-03-27,"Soseaua Voinea Nr. 230, Barbulesti, 219402",0763 154 630,ce:1b:9c:5d:95:a5,203.129.55.50,RO38HRPZ9797724602269110,2025-04-02 00:53:47,20569,276,218,1149303,76c872eb-7de1-4e94-9ed0-1c80301917ee
Zina Dobre,zinadobre,zinadobre@post.ro,6740819186829,1987-08-18,"Aleea Angel Tomescu Nr. 990 Bl. 10  Sc. 60 Ap. 961, Talmaciu, 312557",0784 448 133,aa:5e:8c:f7:45:02,10.164.77.202,RO19PVUS5532206024160300,2025-04-02 00:53:47,9397,907,156,1578819,286fb2cd-f7c3-4ad8-9e14-720f74022c6a
Norman Nemeș,normannemeș,normannemeș@141.ro,3310903329690,2019-01-07,"Aleea Anca Stănescu Nr. 615 Bl. 54  Sc. 47 Ap. 742, Dorohoi, 795995",0739 170 054,30:d9:f3:f6:ce:00,114.74.139.174,RO62NDVD6739538277383671,2025-04-02 00:53:47,7580,758,160,655841,d4a2499e-d34b-4f2c-9b6f-9b0752e87185
Ancuța Albu,ancuțaalbu,ancuțaalbu@zzup.ro,2701021216457,1921-06-12,"Bulevardul Iustina Suciu, Brasov, 780597",0241 435 569,da:be:ba:46:5b:0e,67.89.232.214,RO32CDVD4190366596236019,2025-04-02 00:53:47,23464,531,628,903429,dc9f99a0-5075-43e9-894c-6fef6ecbe673
Janeta Oprea,janetaoprea,janetaoprea@email.ro,1070710387398,1999-01-15,"Strada Dobre Nr. 87 Bl. 44  Sc. 53 Ap. 506, Ploiesti, 217664",0766 748 466,e4:ce:87:e7:c3:89,16.216.28.123,RO81ZJNF1532583626400746,2025-04-02 00:53:47,12346,734,396,1506496,0afad581-811e-426e-b62d-38d529272cc1
Dorian Popa,dorianpopa,dorianpopa@acasa.ro,8840309127102,1945-07-21,"Soseaua Ionescu, Rasnov, 154691",0737 793 416,ae:69:31:a5:68:d2,206.1.225.82,RO30SIXJ8324076013556392,2025-04-02 00:53:47,6805,949,680,1820366,c4a064d6-7f0c-4334-8fe2-4c526bec49ad
Ionela Diaconu,ioneladiaconu,ioneladiaconu@acasa.ro,7940707128351,1923-08-04,"Aleea Nistor Nr. 876, Urziceni, 176548",0260 672 255,50:c7:42:ae:4e:c9,68.102.159.35,RO96RXLK8705016106097955,2025-04-02 00:53:47,28529,480,120,683718,3d32fe4d-6774-436d-9b55-9ee86b832927
Alex Georgescu,alexgeorgescu,alexgeorgescu@kappa.ro,2171121218584,1917-03-06,"Intrarea Sorin Toma, Baia, 518938",0263 623 379,36:7f:34:bc:d1:17,115.198.219.181,RO45MYIT7281947954777503,2025-04-02 00:53:47,35270,615,580,657262,7a53fb20-d2c8-42e1-a083-da33fbcfe1c5
Bogdan Cristea,bogdancristea,bogdancristea@post.ro,2550708074686,2020-06-02,"Bulevardul Dobre Nr. 128, Bals, 191389",0751 711 586,86:a8:14:0b:45:52,93.10.148.26,RO86DQEI8032558941408543,2025-04-02 00:53:47,20927,30,674,467723,f87be633-1ff1-4d83-a2a7-5e9707d7bad7
Ruxandra Diaconescu,ruxandradiaconescu,ruxandradiaconescu@post.ro,1960517147358,1996-02-27,"Strada Sorana Pop Nr. 584 Bl. 87  Sc. 55 Ap. 676, Darabani, 585413",0235 840 086,b2:74:48:b3:3a:a1,66.73.85.225,RO09WHIW6933576235884934,2025-04-02 00:53:47,26125,218,529,1231054,7e097175-0a0a-4c5f-ad8c-7c772015201f
Eftimie Dima,eftimiedima,eftimiedima@email.ro,3590105222487,1949-08-29,"Aleea Nemeș Nr. 984 Bl. 71  Sc. 82 Ap. 593, Ruscova, 751258",0749 137 659,b0:2e:d0:fc:6b:8d,109.158.47.38,RO21FEFS2448186355349773,2025-04-02 00:53:47,19716,514,663,39055,4b876766-5f4d-4a27-a44b-764c3fe59ef5
Adina Toma,adinatoma,adinatoma@141.ro,5381004150551,1995-12-24,"Drumul Albu, Curtici, 255345",0723 070 372,32:16:cb:80:07:6f,46.34.189.108,RO45HWAS2222734937224011,2025-04-02 00:53:47,31645,930,533,1337598,f561d2d0-1e5c-418c-8ba9-f631fe7b6af6
Giorgiana Aanei,giorgianaaanei,giorgianaaanei@post.ro,3770606257880,1915-02-13,"Intrarea Nistor Nr. 81, Dej, 286084",0245 184 403,92:e8:21:06:df:92,47.107.51.49,RO17RTPP3650380254221212,2025-04-02 00:53:47,32234,136,657,483749,1fa0c66a-c133-43b2-a33c-e19fcdd96681
Emanuela Toma,emanuelatoma,emanuelatoma@post.ro,1540820139667,2003-04-21,"Soseaua Edgar Dinu Nr. 126 Bl. 57  Sc. 43 Ap. 232, Balotesti, 231915",0243 935 861,3a:38:67:2f:9a:3d,87.73.30.74,RO54ATRX3804093224273702,2025-04-02 00:53:47,15682,73,765,1257785,91d856c2-a0cc-4836-822f-7f0642d2c8ac
Evelina Tudor,evelinatudor,evelinatudor@gmail.com,2730805109744,1961-02-23,"Aleea Tania Gheorghiu, Vicovu de Sus, 822563",0258 292 272,6c:28:9f:f0:9f:52,126.50.202.36,RO67SWUE6295436294517982,2025-04-02 00:53:47,10300,567,94,1598832,4aa241fc-523f-44ba-8393-705aa1f281bc
Petrică Tabacu,petricătabacu,petricătabacu@email.ro,3520409361151,1958-04-12,"Strada Niță Nr. 36, Sfantu Gheorghe, 483271",0260 473 455,3e:7c:87:bb:fb:8a,14.128.204.155,RO79KVMW8491031521536629,2025-04-02 00:53:47,15229,674,110,1090234,77817af6-6ab1-4a40-bcfd-65b5acc0edb0
Lucreția Mocanu,lucrețiamocanu,lucrețiamocanu@post.ro,1531216060889,1913-04-22,"Intrarea Benone Dima, Brad, 607259",0764 650 963,e2:7f:69:00:51:c2,49.172.221.110,RO87FYZD3565016586251265,2025-04-02 00:53:47,35452,624,386,1892929,ebca28a0-552a-4f1c-939c-523cf70a305c
Zaharia Ene,zahariaene,zahariaene@gmail.com,6040719146098,1954-04-20,"Bulevardul Eva Dinu Nr. 349, Ocna Mures, 471527",0733 535 073,48:63:e7:a0:42:c6,90.25.166.29,RO45DORU5731208900627927,2025-04-02 00:53:47,29060,972,141,704691,7608c494-091b-4109-8ad5-24f23476adeb
Dinu Stănescu,dinustănescu,dinustănescu@email.ro,3181005378968,2024-03-12,"Aleea Ionescu Nr. 11 Bl. 97  Sc. 90 Ap. 854, Sighetu Marmatiei, 139273",0768 117 666,64:91:27:01:44:00,85.229.187.113,RO78PKOB7641630238193610,2025-04-02 00:53:47,33448,44,504,1748868,cedacc9e-aa27-4c6e-99bf-9a844ef4dbdb
Eusebiu Tabacu,eusebiutabacu,eusebiutabacu@zzup.ro,5700509041501,2018-11-06,"Drumul Dinu, Talmaciu, 389447",0243 208 534,32:f3:cc:6e:21:cb,172.135.8.40,RO34BTSZ1067663612715953,2025-04-02 00:53:47,26201,64,90,99220,26eea206-04b7-469f-b219-429594f003b4
Petre Gheorghiu,petregheorghiu,petregheorghiu@kappa.ro,8400203014211,1994-12-14,"Drumul Ionescu, Toplita, 374869",0257 531 353,a6:50:4e:8b:e8:fb,106.133.64.106,RO85ZSKP2711046660108667,2025-04-02 00:53:47,34735,871,44,1628805,83601b3c-edce-487f-b79a-d6483a1f16bd
Iolanda Mazilescu,iolandamazilescu,iolandamazilescu@acasa.ro,5170408050284,1965-01-25,"Intrarea Eftimie Nr. 60, Otopeni, 721013",0252 629 340,58:ed:32:73:2c:1d,143.185.180.77,RO92DVIA0612938591626748,2025-04-02 00:53:47,3127,721,444,1133075,321153f1-7f9c-4eed-aab2-7920d896c208
Mara Dinu,maradinu,maradinu@141.ro,2740607172095,1912-08-20,"Aleea Nemeș Nr. 19 Bl. 52  Sc. 30 Ap. 580, Rodna, 525035",0724 418 326,c2:ed:51:22:67:09,102.96.174.58,RO97FEKY4506515172240577,2025-04-02 00:53:47,9477,971,127,941249,d0b91e89-cf6b-4b88-a351-36fdb472aa6d
Iulian Nemeș,iuliannemeș,iuliannemeș@gmail.com,3800819174404,1946-01-10,"Bulevardul Miruna Stancu Nr. 20 Bl. 89  Sc. 33 Ap. 137, Jibou, 275469",0785 452 633,4c:87:3c:0b:fc:3d,104.75.167.139,RO55KQEA9260580732852952,2025-04-02 00:53:47,11291,870,44,1022913,2e29651e-3886-4147-bce4-8e251c09165b
Blanduzia Mocanu,blanduziamocanu,blanduziamocanu@141.ro,8111131089999,2021-01-20,"Aleea Stancu Nr. 87, Craiova, 323722",0733 586 060,60:bd:7d:c9:d2:44,175.156.33.229,RO13UKVA2334126681812073,2025-04-02 00:53:47,29825,558,21,748693,08293f02-f4f0-4ebb-b9c6-4575d3e17694
Zamfira Stancu,zamfirastancu,zamfirastancu@acasa.ro,1140828157066,1931-04-05,"Aleea Horia Stan, Horodnic de Sus, 962101",0244 864 495,4e:80:27:f1:b1:1f,183.141.183.25,RO04BKRD9424249042471548,2025-04-02 00:53:47,7188,871,799,307775,4fe5de84-ec4d-42dd-8b59-007fa9d49785
Andreea Voinea,andreeavoinea,andreeavoinea@email.ro,8180705294884,2023-07-21,"Strada Stancu Nr. 34 Bl. 45  Sc. 16 Ap. 514, Lipova, 661784",0758 498 805,0a:69:e2:7e:c8:92,222.189.53.253,RO26WAER4188432721394126,2025-04-02 00:53:47,22839,437,674,316182,d59077a8-fdba-491d-a3cb-7a0d377af87e
Eliana Preda,elianapreda,elianapreda@email.ro,4220121060446,1929-02-02,"Bulevardul Rareș Tabacu Nr. 19, Domnesti, 606213",0771 866 200,c2:cd:b1:9d:c4:5c,55.196.183.226,RO52VGVV0045058335704513,2025-04-02 00:53:47,9272,238,404,379688,7341d3b0-544e-4d89-8bed-a0a8c0462611
Antonia Oprea,antoniaoprea,antoniaoprea@gmail.com,3560803431911,1974-10-16,"Bulevardul Viorela Dima, Pascani, 504079",0743 337 244,48:39:73:16:d2:d6,95.152.186.36,RO72QXME4051908816263564,2025-04-02 00:53:47,14666,287,352,914715,645bed26-92d5-4d6b-94c0-76df9447800f
Eleonora Stănescu,eleonorastănescu,eleonorastănescu@141.ro,7840505124398,1923-04-29,"Aleea Eustațiu Voinea, Curcani, 932219",0749 439 955,28:93:1d:45:5f:cb,117.105.17.54,RO95UDYL3924837992693723,2025-04-02 00:53:47,19208,983,730,306193,fc61a756-9e01-4d8e-a568-fe4956cf3897
Codrin Ioniță,codrinioniță,codrinioniță@kappa.ro,8250813364938,1994-02-17,"Bulevardul Nicolaie Dochioiu, Mangalia, 785477",0236 434 925,bc:b2:41:93:d7:b1,59.144.94.192,RO06KDKQ4212436037869746,2025-04-02 00:53:47,34133,479,16,1396662,ee87c011-c914-433a-8175-b71eb247c1b0
Paraschiva Tabacu,paraschivatabacu,paraschivatabacu@acasa.ro,7850206048205,1969-10-13,"Strada Stan Dobre Nr. 602, Modelu, 693373",0756 929 875,26:09:63:55:27:2a,133.128.153.246,RO44MVTL9393700178548232,2025-04-02 00:53:47,14261,670,341,379649,6f782150-97b6-4bcf-93c8-9a13f34e35c4
Cornel Ardelean,cornelardelean,cornelardelean@zzup.ro,7130919293189,1984-09-16,"Strada Nemeș, Gilau, 437906",0236 403 090,b4:bf:a6:74:29:30,175.4.73.7,RO13YDVP8861502324265458,2025-04-02 00:53:47,26749,121,740,1210863,e3032200-8aca-4517-9719-3f53b39a23cc
Iasmina Mocanu,iasminamocanu,iasminamocanu@acasa.ro,1930304389266,1918-12-13,"Drumul Stancu Nr. 786, Piatra-Neamt, 200665",0723 006 456,66:60:40:b8:65:00,129.201.128.145,RO39UFMB4398633013354899,2025-04-02 00:53:47,31253,10,407,101611,1c8cfeba-00db-4cdf-b148-922551f7ceee
Aurelia Marin,aureliamarin,aureliamarin@post.ro,2240929239566,1936-05-05,"Soseaua Ardelean Nr. 833, Resita, 120993",0255 455 299,00:77:4d:ef:95:3e,8.207.254.28,RO53TKYK5805696284426617,2025-04-02 00:53:47,9909,623,37,1439258,db7e7288-52bd-41cc-8ecb-fb5337d5fe8e
Eusebia Gheorghiu,eusebiagheorghiu,eusebiagheorghiu@zzup.ro,7380124391127,1984-03-18,"Bulevardul Mocanu Nr. 159 Bl. 56  Sc. 52 Ap. 245, Medias, 863621",0231 134 325,c8:77:30:0e:cd:6b,47.66.81.204,RO89UJCB1281336852802375,2025-04-02 00:53:47,26098,376,182,1643449,743ba650-c6f5-4acf-8e2c-14855fb5c23a
Augustina Dobre,augustinadobre,augustinadobre@zzup.ro,1670421051936,2019-08-23,"Bulevardul Gheorghiu Nr. 371, Dancu, 842788",0259 002 637,3c:47:5a:59:da:bc,195.98.103.201,RO13LMTQ0472848929050828,2025-04-02 00:53:47,33245,618,524,1354548,2c0ea7d4-8bb6-44fa-aba4-00c7fd0af493
Augustina Nistor,augustinanistor,augustinanistor@gmail.com,5960508330685,1986-12-30,"Drumul Savina Mocanu, Dancu, 372586",0243 562 670,30:7c:4e:e3:f6:83,82.92.197.70,RO89SAZI2592818056054365,2025-04-02 00:53:47,19454,28,504,243614,bcc45157-f432-4517-b7d6-cc42cdefefa0
Gheorghe Marin,gheorghemarin,gheorghemarin@acasa.ro,6020203319491,1936-08-14,"Soseaua Ardelean Nr. 751, Dragasani, 702204",0257 317 431,ee:38:f0:4d:4d:dd,71.224.35.103,RO96KGMV6271894721163270,2025-04-02 00:53:47,605,715,712,1734671,8e98bafa-0100-4d3f-b169-3a679ce4bd38
Gabi Ardelean,gabiardelean,gabiardelean@zzup.ro,1270215219239,1959-02-10,"Soseaua Nicușor Tabacu, Sighetu Marmatiei, 580937",0720 517 831,7e:d6:4b:2d:31:a1,160.209.69.84,RO79HNHM5916516730670675,2025-04-02 00:53:47,11980,62,478,1628865,af3477ae-1888-4c54-b642-5c00451c2bdb
Eusebia Ionescu,eusebiaionescu,eusebiaionescu@email.ro,1320928027756,2017-12-27,"Intrarea Lorelei Dobre Nr. 484 Bl. 25  Sc. 69 Ap. 629, Vicovu de Sus, 726241",0726 066 534,1c:0c:fe:86:c4:9d,29.24.233.105,RO71TOQM7828880061008014,2025-04-02 00:53:47,31929,780,432,1100354,79e62aec-5a0b-4bac-b2a9-f8b396d0ebea
Adriana Ardelean,adrianaardelean,adrianaardelean@post.ro,1850704364701,1966-11-26,"Aleea Geanina Nemeș Nr. 69 Bl. 13  Sc. 95 Ap. 253, Macin, 683043",0767 023 873,4c:99:3d:90:26:6f,83.99.26.142,RO32YTXQ8237720530852003,2025-04-02 00:53:47,16240,490,554,1116589,830ee9a9-bce0-4390-8e5e-dae72bc64d89
Sorana Pop,soranapop,soranapop@gmail.com,1370224247981,1962-12-13,"Intrarea Stănescu, Motatei, 259829",0749 103 642,34:e4:fa:8d:24:2b,87.12.147.219,RO11GDYV0999814174645736,2025-04-02 00:53:47,14480,256,256,488345,f3469564-0cb0-4058-a6e6-c3a285523ae4
Codrina Florea,codrinaflorea,codrinaflorea@141.ro,8200821423500,2009-04-03,"Intrarea Popa Nr. 403 Bl. 63  Sc. 76 Ap. 959, Baile Borsa, 847305",0731 466 593,94:af:d3:37:33:50,99.45.40.23,RO43YBZO8332917286209654,2025-04-02 00:53:47,23908,560,133,27049,0e0bc4b1-7826-45be-8d46-6d8454e02799
David Cristea,davidcristea,davidcristea@zzup.ro,8600412291531,1941-09-26,"Drumul Dima Nr. 63 Bl. 82  Sc. 69 Ap. 955, Sacele, 345493",0751 252 067,82:34:6c:e6:77:48,141.222.182.127,RO45TVJS0282864748460540,2025-04-02 00:53:47,3305,298,304,1880235,1fbd5329-2239-45f2-b79d-b5e8d9e080b9
Aurora Ionescu,auroraionescu,auroraionescu@gmail.com,8080719343899,1965-08-01,"Strada Teofil Voinea Nr. 19 Bl. 97  Sc. 95 Ap. 682, Boldesti-Scaeni, 423628",0763 320 233,94:91:08:2a:e8:d7,107.48.250.220,RO42SDKY1814782488118133,2025-04-02 00:53:47,17799,32,9,203317,718d2792-77d9-4cdf-869c-de5af92dd893
Paul Dobre,pauldobre,pauldobre@zzup.ro,5020924459589,1956-07-25,"Soseaua Tabacu Nr. 130, Jilava, 398152",0251 175 784,8e:71:13:d9:9f:24,68.39.79.108,RO25DRDT6810664604978806,2025-04-02 00:53:47,29986,843,744,1396973,f49099a3-7ac3-4751-9d6d-668822100c55
Cleopatra Aanei,cleopatraaanei,cleopatraaanei@kappa.ro,2591011012093,1913-05-11,"Intrarea Albu, Segarcea, 758437",0767 993 132,3e:98:00:2f:df:0a,147.146.100.48,RO88XPIV1955315512372295,2025-04-02 00:53:47,2363,777,331,981427,4342a09c-cb6e-4065-b662-d4cc4234c878
Bebe Tabacu,bebetabacu,bebetabacu@post.ro,6681228370908,1910-08-22,"Soseaua Teodora Barbu Nr. 41, Maieru, 160818",0750 151 977,70:50:33:0c:18:73,155.12.139.14,RO41XTCQ3473595767065660,2025-04-02 00:53:47,35722,803,743,1544490,0e6b76ca-f44e-4906-a63d-a02f9e6851b8
Traian Ardelean,traianardelean,traianardelean@email.ro,8540522036197,1966-09-29,"Soseaua Marian Voinea Nr. 276, Targu Lapus, 410397",0749 997 608,b4:10:e0:4e:a1:40,23.24.127.250,RO11OFQF0009156655451936,2025-04-02 00:53:47,15991,353,146,1967238,ee0bfa3d-2875-4989-94f0-0bad78fa86cb
Flora Diaconu,floradiaconu,floradiaconu@141.ro,5921008171484,1977-07-18,"Drumul Diaconescu, Resita, 323965",0739 595 670,1a:49:b3:b1:c9:e7,51.130.218.226,RO39QIUV0003572731922702,2025-04-02 00:53:47,12977,958,58,1793447,6ee1c499-aa58-4e09-92d3-1bbd6aed409d
Ionel Oprea,ioneloprea,ioneloprea@acasa.ro,8980403414978,1945-06-04,"Soseaua Luca Ionescu, Targu Neamt, 495299",0248 546 483,38:00:ae:96:ad:18,72.93.4.255,RO66CMOU6239897544118517,2025-04-02 00:53:47,17439,290,162,1338355,0917af30-a66e-45ff-afc7-648aafec2541
Eremia Dumitrescu,eremiadumitrescu,eremiadumitrescu@kappa.ro,5461126158773,2024-03-04,"Bulevardul Pușcașu Nr. 965 Bl. 34  Sc. 23 Ap. 377, Orsova, 883703",0250 065 893,5e:9f:57:84:9d:ca,104.182.137.108,RO11QHDD3334558660898133,2025-04-02 00:53:47,7437,116,357,636419,a1c726c8-afce-4e62-8759-c334bc082e72
Matei Diaconescu,mateidiaconescu,mateidiaconescu@email.ro,4000915442852,2016-04-04,"Aleea Paulina Popa, Falticeni, 803228",0256 692 408,c0:9e:cb:dc:a0:1e,142.195.164.116,RO39QGKR9219291229771571,2025-04-02 00:53:47,15255,176,35,316286,423b33b9-e264-4014-84b5-58f0266bc9ec
